start_dt,end_dt,machine,benchmark,header,#SDC,#DUE,#abort,#end,acc_time,Time Beam Off,acc_err,Flux 1h,Fluency(Flux * $AccTime),Cross Section SDC,Cross Section DUE
2021-06-04 08:17:21,2021-06-04 09:17:47,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",106,5,0,0,3626.041276,2390.484999999991,142,1336232.4185215028,4845233903.888276,2.1877168801889117e-08,1.031941924617411e-09
2021-06-04 11:17:21,2021-06-04 12:28:34,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",293,7,0,0,4273.043134,390.38499999999993,524,3563231.9387025028,15225843770.522236,1.9243596901162102e-08,4.59744635863941e-10
2021-06-04 13:17:21,2021-06-04 14:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",68,4,0,0,1153.7269179999998,708.7170000000001,138,3149490.6134929974,3633652098.7752047,1.8713954487530813e-08,1.100820852207695e-09
2021-06-04 14:17:21,2021-06-04 15:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",150,4,0,0,1776.189703,471.50499999999994,194,3407886.961207109,6053053729.484028,2.478088031324748e-08,6.608234750199329e-10
2021-06-04 16:17:21,2021-06-04 17:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",172,1,1,1,3201.275655,21.022,411,3898600.592504414,12480495165.352955,1.378150447728135e-08,8.012502603070552e-11
2021-06-04 18:17:21,2021-06-04 19:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",32,4,0,0,366.01091,0.0,47,3921499.973739959,1435311773.9535384,2.2294807707078597e-08,2.7868509633848246e-09
2021-06-04 21:17:21,2021-06-04 22:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",122,8,0,0,1329.163636,0.0,219,3921499.973739959,5212315163.670108,2.3406105764736042e-08,1.534826607523675e-09
2021-06-04 22:17:21,2021-06-04 23:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",190,6,0,0,2315.626836,0.0,308,3921499.973739959,9080730576.565544,2.09234266337919e-08,6.607397884355338e-10
2021-06-04 23:17:21,2021-06-05 00:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",228,8,1,1,2431.511414,0.0,400,3921499.973739959,9535171946.14941,2.391147231404393e-08,8.389990285629449e-10
2021-06-05 00:17:21,2021-06-05 01:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",224,8,1,1,2938.095657,0.0,370,3921499.973739959,11521742041.770987,1.9441504521443822e-08,6.943394471944222e-10
2021-06-05 01:17:21,2021-06-05 02:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",178,7,0,0,2454.861548,0.0,307,3921499.973739959,9626739496.017235,1.8490164824096673e-08,7.271413133071725e-10
2021-06-05 02:17:21,2021-06-05 03:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",243,8,0,0,2971.0761660000003,0.0,441,3921499.973739959,11651075106.94842,2.0856444385555515e-08,6.866319139277536e-10
2021-06-05 03:17:21,2021-06-05 04:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",296,2,0,0,3492.571725,0.0,482,3921499.973739959,13696119927.872421,2.161196028939717e-08,1.4602675871214304e-10
2021-06-05 04:17:21,2021-06-05 05:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",142,6,0,0,1662.921183,0.0,281,3921499.973739959,6521145375.466121,2.177531581096673e-08,9.200837666605661e-10
2021-06-05 05:17:21,2021-06-05 06:29:11,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",365,10,1,1,4310.490726,0.0,646,3921499.973739959,16903589268.815336,2.159304714492631e-08,5.915903327377071e-10
2021-06-05 06:17:21,2021-06-05 07:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",43,3,0,0,594.145746,0.0,159,3921499.973739959,2329942527.3367085,1.845539084998465e-08,1.2875854081384639e-09
2021-06-05 07:17:21,2021-06-05 08:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",299,10,0,0,3448.580537,0.0,509,3921499.973739959,13523608485.285633,2.2109483598650986e-08,7.394476119950162e-10
2021-06-05 08:17:21,2021-06-05 09:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",132,5,0,0,1559.9566320000001,0.0,251,3921499.973739959,6117369891.423475,2.157790068981498e-08,8.173447230990523e-10
2021-06-05 09:17:21,2021-06-05 10:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",276,7,0,0,3218.276556,0.0,541,3921499.973739959,12620471429.841925,2.1869230601590688e-08,5.546543993157058e-10
2021-06-05 10:17:21,2021-06-05 11:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",177,6,0,0,2417.853435,0.0,302,3921499.973739959,9481612181.85957,1.8667711419228928e-08,6.328037769230145e-10
2021-06-05 11:17:21,2021-06-05 12:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",218,6,0,0,2364.240742,0.0,345,3921499.973739959,9271370007.66794,2.3513245595818293e-08,6.471535485087603e-10
2021-06-05 12:17:21,2021-06-05 13:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",242,10,0,0,2975.4062480000002,0.0,391,3921499.973739959,11668055523.39771,2.0740388106203506e-08,8.570408308348556e-10
2021-06-05 13:17:21,2021-06-05 14:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",229,5,0,0,2842.890588,0.0,395,3921499.973739959,11148395366.187576,2.0541072726443078e-08,4.4849503769526366e-10
2021-06-05 14:17:21,2021-06-05 15:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",125,8,0,0,1744.5952470000002,0.0,179,3921499.973739959,6841430215.297358,1.8271033404755262e-08,1.1693461379043367e-09
2021-06-05 15:17:21,2021-06-05 16:17:31,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",291,8,0,0,3610.719755,0.0,499,3921499.973739959,14159437424.41485,2.0551663973473565e-08,5.649941985834657e-10
2021-06-05 16:17:21,2021-06-05 17:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",259,8,0,0,3071.179908,0.0,372,3921499.973739959,12043631928.57269,2.1505140769499963e-08,6.642514523397672e-10
2021-06-05 17:17:21,2021-06-05 18:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",147,12,0,0,1578.116989,0.0,276,3921499.973739959,6188585730.922083,2.3753407707595477e-08,1.9390536904159572e-09
2021-06-05 18:17:21,2021-06-05 19:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",134,10,0,0,1845.526021,0.0,241,3921499.973739959,7237230242.88791,1.8515370591074254e-08,1.3817440739607653e-09
2021-06-05 19:17:21,2021-06-05 20:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",154,15,0,0,1975.1010230000002,0.0,247,3921499.973739959,7745358609.828266,1.9882875378369932e-08,1.936643705685383e-09
2021-06-05 20:17:21,2021-06-05 21:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",263,3,0,0,3150.895329,0.0,391,3921499.973739959,12356235949.930859,2.1284799114043438e-08,2.42792385331294e-10
2021-06-05 21:17:21,2021-06-05 22:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",47,2,1,1,530.84148,0.0,62,3921499.973739959,2081694849.8800812,2.257775677482581e-08,9.607556074393962e-10
2021-05-07 09:17:21,2021-05-07 10:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",0,1,0,0,13.4256,3597.547000000004,0,2672.0665098797786,35874.09613504195,0.0,2.787526677287337e-05
2021-06-02 16:17:21,2021-06-02 17:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",55,1,0,0,2822.059157,3597.6610000000023,103,2547.885677380247,7190284.106840075,7.649210960618207e-06,1.3907656292033104e-07
2021-06-02 17:17:21,2021-06-02 18:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",47,1,1,1,814.74131,2111.081999999987,86,1621886.6383058338,1321418044.3647912,3.5567850916242795e-08,7.567627854519744e-10
2021-06-02 18:17:21,2021-06-02 19:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",207,7,0,0,2632.623451,36.03699999999999,430,3882244.669697274,10220488359.964792,2.0253435326128886e-08,6.848987791444551e-10
2021-06-02 19:17:21,2021-06-02 20:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",147,7,0,0,1985.122742,126.128,257,3784108.043548883,7511918935.434014,1.9568901270565537e-08,9.318524414555018e-10
2021-06-02 20:17:21,2021-06-02 21:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",208,2,0,0,2887.529273,0.0,391,3921499.973739959,11323445968.242863,1.8368966530448927e-08,1.7662467817739354e-10
2021-06-02 21:17:21,2021-06-02 22:21:53,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",279,7,0,0,3872.2839489999997,159.15999999999997,528,3760317.07908637,14561015468.496712,1.9160751570082918e-08,4.807357024751986e-10
2021-06-02 22:17:21,2021-06-02 23:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",71,5,0,0,925.7953420000001,0.0,116,3921499.973739959,3630506409.3415766,1.9556500387194318e-08,1.3772183371263605e-09
2021-06-02 23:17:21,2021-06-03 00:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",235,6,1,1,3549.806696,45.043,445,3872434.383929634,13746393505.89405,1.7095393049765298e-08,4.3647812041953957e-10
2021-06-03 00:17:21,2021-06-03 01:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",124,6,0,0,1808.304706,0.0,235,3921499.973739959,7091266857.092844,1.7486297229947343e-08,8.461111562877747e-10
2021-06-03 01:17:21,2021-06-03 02:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",156,3,0,0,2042.680181,12.013,271,3908414.146188698,7983640115.5596895,1.9539958933765602e-08,3.757684410339539e-10
2021-06-03 02:17:21,2021-06-03 03:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",215,7,1,1,2902.727488,0.0,394,3921499.973739959,11383045767.966257,1.8887739220468127e-08,6.149496490384972e-10
2021-06-03 03:17:21,2021-06-03 04:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",224,4,0,0,2852.68064,0.0,354,3921499.973739959,11186787054.84849,2.0023622412917537e-08,3.57564685944956e-10
2021-06-03 04:17:21,2021-06-03 05:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",189,4,0,0,2524.936246,12.013,363,3908414.146188698,9868496542.090986,1.9151853496009204e-08,4.0533023271977154e-10
2021-06-03 05:17:21,2021-06-03 06:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",145,4,0,0,1946.249776,0.0,291,3921499.973739959,7632218445.475401,1.899840800363362e-08,5.240940138933412e-10
2021-06-03 06:17:21,2021-06-03 07:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",189,9,0,0,2928.573382,93.09400000000002,329,3820092.1630301396,11187420225.436872,1.6893975214256287e-08,8.044750102026803e-10
2021-06-03 07:17:21,2021-06-03 08:17:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",117,4,0,0,1519.777006,0.0,211,3921499.973739959,5959805489.119594,1.9631513178340944e-08,6.71162843703964e-10
