start_dt,end_dt,machine,benchmark,header,#SDC,#DUE,#abort,#end,acc_time,Time Beam Off,acc_err,Flux 1h,Fluency(Flux * $AccTime),Cross Section SDC,Cross Section DUE
2021-06-05 05:45:50,2021-06-05 06:45:50,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",283,8,1,1,3424.164689,0.0,513,3921499.973739959,13427861737.994795,2.1075581914821002e-08,5.957761672034205e-10
2021-06-05 07:04:33,2021-06-05 08:04:33,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",342,13,0,0,4042.726283,0.0,668,3921499.973739959,15853551012.622341,2.157245400274709e-08,8.200055615079303e-10
2021-06-05 08:40:23,2021-06-05 09:40:23,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",249,6,0,0,2973.349513,0.0,492,3921499.973739959,11659990037.14922,2.135507828108562e-08,5.145801995442318e-10
2021-06-05 09:47:18,2021-06-05 10:47:18,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",237,10,0,0,2734.23107,0.0,413,3921499.973739959,10722287069.20398,2.2103493263177e-08,9.326368465475527e-10
2021-06-05 10:54:19,2021-06-05 11:54:19,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",281,4,0,0,3495.469012,0.0,470,3921499.973739959,13707481638.76684,2.049975388661396e-08,2.918114432258215e-10
2021-06-05 12:09:13,2021-06-05 13:09:13,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",278,14,0,0,3332.684018,0.0,455,3921499.973739959,13069120289.07058,2.1271515897859273e-08,1.071227419316654e-09
2021-06-05 13:31:51,2021-06-05 14:31:51,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",229,5,0,0,2842.890588,0.0,395,3921499.973739959,11148395366.187576,2.0541072726443078e-08,4.4849503769526366e-10
2021-06-05 14:34:21,2021-06-05 15:34:21,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",260,10,0,0,3438.67814,0.0,407,3921499.973739959,13484776235.71017,1.928100218018243e-08,7.415770069300934e-10
2021-06-05 15:53:02,2021-06-05 16:53:02,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",201,11,0,0,2422.612603,0.0,328,3921499.973739959,9500275259.046593,2.1157281712295515e-08,1.157861188235078e-09
2021-06-05 16:54:07,2021-06-05 17:54:07,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",218,6,0,0,2687.1949010000003,0.0,321,3921499.973739959,10537834733.705652,2.068736182611775e-08,5.693769309940665e-10
2021-06-05 17:55:20,2021-06-05 18:55:20,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",212,15,0,0,2395.236906,0.0,396,3921499.973739959,9392921463.97998,2.257018764747247e-08,1.5969472392079579e-09
2021-06-05 18:59:37,2021-06-05 19:59:37,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",167,16,0,0,2290.4931229999997,0.0,270,3921499.973739959,8982168721.696054,1.8592391790260902e-08,1.781306997869308e-09
2021-06-05 20:02:33,2021-06-05 21:02:33,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",315,6,0,0,3741.9185990000005,0.0,483,3921499.973739959,14673933687.715565,2.146663646597405e-08,4.088883136376009e-10
2021-06-05 21:24:54,2021-06-05 22:24:54,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",47,2,1,1,530.84148,0.0,62,3921499.973739959,2081694849.8800812,2.257775677482581e-08,9.607556074393962e-10
2021-05-07 09:56:49,2021-05-07 10:56:49,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",0,1,0,0,13.4256,3567.5820000000117,0,35313.10726351543,474099.65287705266,0.0,2.1092611942057845e-06
2021-06-02 17:16:39,2021-06-02 18:16:39,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",102,2,1,1,3636.800467,2153.124999999987,189,1576088.965140293,5731921084.455764,1.7795081002878937e-08,3.4892315691919485e-10
2021-06-02 18:32:29,2021-06-02 19:32:29,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",207,7,0,0,2632.623451,36.03699999999999,430,3882244.669697274,10220488359.964792,2.0253435326128886e-08,6.848987791444551e-10
2021-06-02 19:35:40,2021-06-02 20:35:40,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",355,9,0,0,4872.652015,126.128,648,3784108.043548883,18438641683.37617,1.925304510473021e-08,4.881053688523152e-10
2021-06-02 21:30:56,2021-06-02 22:30:56,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",279,7,0,0,3872.2839489999997,135.13599999999997,528,3774295.5791701465,14615144190.002216,1.9089787714229708e-08,4.789552473104228e-10
2021-06-02 22:59:37,2021-06-02 23:59:37,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",306,11,1,1,4475.602038000001,12.013,561,3908414.146188698,17492506318.03017,1.7493205058019304e-08,6.288407047000403e-10
2021-06-03 00:46:28,2021-06-03 01:46:28,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",280,8,0,0,3850.9848869999996,12.013,506,3908414.146188698,15051243809.109682,1.8603113706159722e-08,5.315175344617063e-10
2021-06-03 02:17:05,2021-06-03 03:17:05,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",215,8,1,1,2902.727488,0.0,394,3921499.973739959,11383045767.966257,1.8887739220468127e-08,7.027995989011396e-10
2021-06-03 03:29:35,2021-06-03 04:29:35,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",224,4,0,0,2852.68064,0.0,354,3921499.973739959,11186787054.84849,2.0023622412917537e-08,3.57564685944956e-10
2021-06-03 04:34:17,2021-06-03 05:34:17,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",264,6,0,0,3318.7185400000003,12.013,493,3908414.146188698,12970926488.954702,2.0353210715117943e-08,4.625729707981351e-10
2021-06-03 05:51:56,2021-06-03 06:51:56,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",150,9,0,0,2374.669677,84.08700000000002,318,3829903.5381033276,9094755797.768986,1.6493021180051495e-08,9.895812708030897e-10
2021-06-03 06:52:00,2021-06-03 07:52:00,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",212,3,0,0,2960.1854080000003,9.007,360,3911688.598666771,11579323510.413345,1.830849615777185e-08,2.5908249279865825e-10
2021-06-03 07:56:58,2021-06-03 08:56:58,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",14,3,0,0,265.962785,1864.8799999999871,23,1890075.8428988135,502689835.0385909,2.7850175245587046e-08,5.967894695482938e-09
2021-06-03 11:45:47,2021-06-03 12:45:47,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",160,1,0,0,3043.268865,1120.1009999999978,349,2701367.7398271547,8220988335.531401,1.9462380126301163e-08,1.2163987578938225e-10
2021-06-03 12:49:33,2021-06-03 13:49:33,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",182,3,0,0,2946.105794,312.31299999999993,325,3581295.69004589,10550875982.471424,1.724975256105404e-08,2.8433658067671495e-10
2021-06-03 13:54:18,2021-06-03 14:54:18,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",179,10,0,0,2939.509311,183.18699999999995,326,3721953.358270653,10940716551.744303,1.63609027940187e-08,9.140169158669665e-10
2021-06-03 15:05:35,2021-06-03 16:05:35,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",273,6,0,0,4344.10509,441.45399999999995,489,3440621.682237903,14946422162.574038,1.826524080683297e-08,4.014338638864389e-10
2021-06-03 16:43:15,2021-06-03 17:43:15,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",116,4,0,0,2459.559754,519.542,219,3355559.990585291,8253200304.9762,1.4055153844994983e-08,4.846604774136201e-10
2021-06-03 17:53:13,2021-06-03 18:53:13,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",189,5,0,0,3064.24637,1273.9659999999972,352,2533761.741643962,7764070219.277388,2.434290193959509e-08,6.439921148041029e-10
2021-06-03 20:31:06,2021-06-03 21:31:06,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",162,8,0,0,2685.590811,0.0,310,3921499.973739959,10531544294.812775,1.5382359458886932e-08,7.596226893277498e-10
2021-06-03 22:43:40,2021-06-03 23:43:40,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",287,9,0,0,4312.402357999999,0.0,610,3921499.973739959,16911085733.653133,1.6971116137674635e-08,5.321952795786471e-10
2021-06-04 01:29:05,2021-06-04 02:29:05,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",197,8,0,0,3349.578894,0.0,333,3921499.973739959,13135373544.860922,1.4997670171098727e-08,6.090424434963951e-10
2021-06-04 03:49:15,2021-06-04 04:49:15,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",357,11,0,0,5609.4850830000005,0.0,834,3921499.973739959,21997595605.67919,1.6229046410319142e-08,5.000546512983489e-10
2021-06-04 07:01:50,2021-06-04 08:01:50,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",134,10,0,0,2402.0162800000003,228.24399999999994,270,3672872.5181826525,8822299583.039328,1.518878368828145e-08,1.1334913200210038e-09
2021-06-04 09:30:38,2021-06-04 10:30:38,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",164,9,0,0,4930.212708,183.17799999999994,295,3721963.1620205874,18350070080.101765,8.93729556803363e-09,4.90461342148187e-10
2021-06-04 12:51:27,2021-06-04 13:51:27,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",122,6,0,0,2743.51813,585.5940000000002,216,3283609.180511548,9008641318.567875,1.3542552720857426e-08,6.660271829929881e-10
2021-06-04 15:01:26,2021-06-04 16:01:26,carol-raspberry1,Classification_ECC_OFF," model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt",178,5,0,0,3880.55859,462.4719999999996,362,3417726.658224552,13262688541.84528,1.3421109863086198e-08,3.7699746806421905e-10
