img_name,img_path,annotations
000000572620,data/coco2017/subset/000000572620.jpg,"[{'class_id': 44, 'bbox_x': 550.34, 'bbox_y': 364.38, 'bbox_w': 23.55, 'bbox_h': 10.29, 'class_label': None}, {'class_id': 41, 'bbox_x': 330.49, 'bbox_y': 225.27, 'bbox_w': 62.31, 'bbox_h': 66.08, 'class_label': 'surfboard'}, {'class_id': 1, 'bbox_x': 11.26, 'bbox_y': 244.98, 'bbox_w': 32.24, 'bbox_h': 55.38, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 40.13, 'bbox_y': 246.91, 'bbox_w': 31.12, 'bbox_h': 53.25, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 277.31, 'bbox_y': 91.16, 'bbox_w': 111.31, 'bbox_h': 191.91, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 405.65, 'bbox_y': 210.53, 'bbox_w': 34.99, 'bbox_h': 67.19, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 478.82, 'bbox_y': 196.71, 'bbox_w': 34.54, 'bbox_h': 94.99, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 110.06, 'bbox_y': 243.56, 'bbox_w': 19.53, 'bbox_h': 42.31, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 437.56, 'bbox_y': 186.82, 'bbox_w': 48.93, 'bbox_h': 141.05, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 276.76, 'bbox_y': 228.11, 'bbox_w': 28.56, 'bbox_h': 71.28, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 111.93, 'bbox_y': 287.64, 'bbox_w': 39.63, 'bbox_h': 45.14, 'class_label': 'bicycle'}, {'class_id': 41, 'bbox_x': 276.23, 'bbox_y': 280.0, 'bbox_w': 25.05, 'bbox_h': 18.23, 'class_label': 'surfboard'}, {'class_id': 1, 'bbox_x': 74.66, 'bbox_y': 260.34, 'bbox_w': 35.6, 'bbox_h': 53.13, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 550.36, 'bbox_y': 156.27, 'bbox_w': 55.51, 'bbox_h': 75.31, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 581.16, 'bbox_y': 107.58, 'bbox_w': 57.68, 'bbox_h': 296.13, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 159.91, 'bbox_y': 252.43, 'bbox_w': 20.03, 'bbox_h': 30.61, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 7, 'bbox_y': 131, 'bbox_w': 611, 'bbox_h': 224, 'class_label': 'bicycle'}]"
000000510095,data/coco2017/subset/000000510095.jpg,"[{'class_id': 1, 'bbox_x': 424.14, 'bbox_y': 133.09, 'bbox_w': 114.97, 'bbox_h': 228.97, 'class_label': 'bicycle'}, {'class_id': 39, 'bbox_x': 517.3, 'bbox_y': 92.01, 'bbox_w': 14.66, 'bbox_h': 113.45, 'class_label': 'baseball glove'}, {'class_id': 11, 'bbox_x': 445.94, 'bbox_y': 32.87, 'bbox_w': 8.11, 'bbox_h': 13.69, 'class_label': None}]"
000000524456,data/coco2017/subset/000000524456.jpg,"[{'class_id': 73, 'bbox_x': 0.65, 'bbox_y': 2.7, 'bbox_w': 419.38, 'bbox_h': 255.42, 'class_label': 'mouse'}, {'class_id': 74, 'bbox_x': 368.9, 'bbox_y': 349.3, 'bbox_w': 215.73, 'bbox_h': 83.06, 'class_label': 'remote'}, {'class_id': 76, 'bbox_x': 59.33, 'bbox_y': 83.13, 'bbox_w': 294.47, 'bbox_h': 158.56, 'class_label': 'cell phone'}, {'class_id': 1, 'bbox_x': 120.89, 'bbox_y': 0.0, 'bbox_w': 515.55, 'bbox_h': 298.67, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 375.7, 'bbox_y': 269.86, 'bbox_w': 264.3, 'bbox_h': 181.33, 'class_label': 'bicycle'}, {'class_id': 31, 'bbox_x': 517.16, 'bbox_y': 121.89, 'bbox_w': 80.61, 'bbox_h': 83.9, 'class_label': 'tie'}]"
000000098839,data/coco2017/subset/000000098839.jpg,"[{'class_id': 72, 'bbox_x': 50.7, 'bbox_y': 59.4, 'bbox_w': 518.83, 'bbox_h': 354.87, 'class_label': 'laptop'}, {'class_id': 17, 'bbox_x': 112.27, 'bbox_y': 113.92, 'bbox_w': 287.39, 'bbox_h': 360.52, 'class_label': 'dog'}, {'class_id': 51, 'bbox_x': 431.27, 'bbox_y': 274.67, 'bbox_w': 61.27, 'bbox_h': 23.57, 'class_label': 'banana'}]"
000000397639,data/coco2017/subset/000000397639.jpg,"[{'class_id': 20, 'bbox_x': 383.31, 'bbox_y': 256.29, 'bbox_w': 96.31, 'bbox_h': 147.67, 'class_label': 'cow'}, {'class_id': 20, 'bbox_x': 232.79, 'bbox_y': 178.82, 'bbox_w': 150.39, 'bbox_h': 218.36, 'class_label': 'cow'}]"
000000464522,data/coco2017/subset/000000464522.jpg,"[{'class_id': 18, 'bbox_x': 0.0, 'bbox_y': 104.29, 'bbox_w': 329.07, 'bbox_h': 404.21, 'class_label': 'horse'}, {'class_id': 18, 'bbox_x': 155.33, 'bbox_y': 2.88, 'bbox_w': 338.67, 'bbox_h': 628.49, 'class_label': 'horse'}]"
000000519522,data/coco2017/subset/000000519522.jpg,"[{'class_id': 85, 'bbox_x': 108.34, 'bbox_y': 246.61, 'bbox_w': 42.15, 'bbox_h': 53.09, 'class_label': 'vase'}, {'class_id': 85, 'bbox_x': 172.86, 'bbox_y': 247.69, 'bbox_w': 32.9, 'bbox_h': 48.11, 'class_label': 'vase'}, {'class_id': 85, 'bbox_x': 369.81, 'bbox_y': 400.89, 'bbox_w': 9.09, 'bbox_h': 17.61, 'class_label': 'vase'}]"
000000259097,data/coco2017/subset/000000259097.jpg,"[{'class_id': 1, 'bbox_x': 193.07, 'bbox_y': 142.93, 'bbox_w': 40.4, 'bbox_h': 114.49, 'class_label': 'bicycle'}, {'class_id': 34, 'bbox_x': 203.37, 'bbox_y': 120.02, 'bbox_w': 14.44, 'bbox_h': 4.04, 'class_label': 'skis'}]"
000000423617,data/coco2017/subset/000000423617.jpg,"[{'class_id': 3, 'bbox_x': 126.5, 'bbox_y': 289.96, 'bbox_w': 138.04, 'bbox_h': 111.74, 'class_label': 'motorcycle'}, {'class_id': 3, 'bbox_x': 408.41, 'bbox_y': 341.33, 'bbox_w': 156.82, 'bbox_h': 124.89, 'class_label': 'motorcycle'}, {'class_id': 4, 'bbox_x': 14.87, 'bbox_y': 80.05, 'bbox_w': 18.2, 'bbox_h': 26.83, 'class_label': 'airplane'}, {'class_id': 6, 'bbox_x': 150.34, 'bbox_y': 118.22, 'bbox_w': 292.08, 'bbox_h': 221.21, 'class_label': 'train'}, {'class_id': 6, 'bbox_x': 50.7, 'bbox_y': 42.07, 'bbox_w': 154.24, 'bbox_h': 159.64, 'class_label': 'train'}, {'class_id': 1, 'bbox_x': 15.1, 'bbox_y': 61.64, 'bbox_w': 17.22, 'bbox_h': 38.5, 'class_label': 'bicycle'}, {'class_id': 3, 'bbox_x': 336.94, 'bbox_y': 467.0, 'bbox_w': 118.44, 'bbox_h': 13.0, 'class_label': 'motorcycle'}, {'class_id': 1, 'bbox_x': 120.95, 'bbox_y': 116.3, 'bbox_w': 23.56, 'bbox_h': 21.0, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 323.18, 'bbox_y': 247.13, 'bbox_w': 20.87, 'bbox_h': 23.04, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 159.88, 'bbox_y': 313.56, 'bbox_w': 29.45, 'bbox_h': 25.09, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 451.59, 'bbox_y': 368.44, 'bbox_w': 34.48, 'bbox_h': 22.21, 'class_label': 'bicycle'}, {'class_id': 3, 'bbox_x': 0.0, 'bbox_y': 153.35, 'bbox_w': 56.1, 'bbox_h': 68.57, 'class_label': 'motorcycle'}]"
000000311190,data/coco2017/subset/000000311190.jpg,"[{'class_id': 18, 'bbox_x': 43.43, 'bbox_y': 150.51, 'bbox_w': 284.85, 'bbox_h': 341.41, 'class_label': 'horse'}, {'class_id': 1, 'bbox_x': 0.0, 'bbox_y': 45.65, 'bbox_w': 24.29, 'bbox_h': 113.74, 'class_label': 'bicycle'}]"
000000414795,data/coco2017/subset/000000414795.jpg,"[{'class_id': 1, 'bbox_x': 220.04, 'bbox_y': 345.17, 'bbox_w': 119.74, 'bbox_h': 129.44, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 53.69, 'bbox_y': 413.53, 'bbox_w': 61.21, 'bbox_h': 61.2, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 347.1, 'bbox_y': 366.72, 'bbox_w': 90.73, 'bbox_h': 113.28, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 108.9, 'bbox_y': 411.19, 'bbox_w': 98.75, 'bbox_h': 68.81, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 96.26, 'bbox_y': 142.02, 'bbox_w': 42.91, 'bbox_h': 74.21, 'class_label': 'bicycle'}, {'class_id': 22, 'bbox_x': 77.11, 'bbox_y': 265.29, 'bbox_w': 212.58, 'bbox_h': 101.78, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 618.14, 'bbox_y': 154.44, 'bbox_w': 21.86, 'bbox_h': 37.48, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 130.52, 'bbox_y': 189.84, 'bbox_w': 147.77, 'bbox_h': 79.82, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 252.4, 'bbox_y': 240.54, 'bbox_w': 174.75, 'bbox_h': 88.45, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 329.73, 'bbox_y': 216.94, 'bbox_w': 158.26, 'bbox_h': 75.76, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 416.13, 'bbox_y': 287.77, 'bbox_w': 190.91, 'bbox_h': 119.13, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 270.57, 'bbox_y': 312.69, 'bbox_w': 157.82, 'bbox_h': 94.95, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 419.12, 'bbox_y': 390.7, 'bbox_w': 103.81, 'bbox_h': 78.76, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 1.08, 'bbox_y': 360.27, 'bbox_w': 196.31, 'bbox_h': 76.58, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 441.98, 'bbox_y': 46.36, 'bbox_w': 50.06, 'bbox_h': 44.89, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 427.11, 'bbox_y': 137.94, 'bbox_w': 116.0, 'bbox_h': 54.35, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 386.73, 'bbox_y': 63.24, 'bbox_w': 32.17, 'bbox_h': 22.82, 'class_label': 'bear'}, {'class_id': 1, 'bbox_x': 535.65, 'bbox_y': 400.67, 'bbox_w': 88.19, 'bbox_h': 79.33, 'class_label': 'bicycle'}, {'class_id': 1, 'bbox_x': 479.9, 'bbox_y': 457.87, 'bbox_w': 35.66, 'bbox_h': 21.74, 'class_label': 'bicycle'}, {'class_id': 22, 'bbox_x': 336.7, 'bbox_y': 93.55, 'bbox_w': 72.13, 'bbox_h': 56.42, 'class_label': 'bear'}, {'class_id': 22, 'bbox_x': 1, 'bbox_y': 0, 'bbox_w': 638, 'bbox_h': 479, 'class_label': 'bear'}]"
